v3	0.000689
v22	0.038797
v24	0.001519
v30	0.001804
v31	0.027131
v47	0.020925
v52	0.000181
v56	0.042121
v66	0.016763
v71	0.000948
v74	0.000727
v75	0.000028
v79	0.032775
v91	0.000775
v107	0.000775
v110	0.019842
v112	0.000489
v113	0.021570
v125	0.001225
